club,last_name,first_name,position,base_salary,guaranteed_compensation,year
CHI,Thompson,Wells,M,87188.0,95313.0,2012
VAN,Thorrington,John,M,170000.0,170000.0,2012
NE,Tierney,Chris,D-M,73125.0,74791.67,2012
SEA,Tiffert,Christian,M,600000.0,625000.0,2012
NE,Toja,Juan,M-F,180000.0,200000.0,2012
DAL,Top,Jonathan,F,44100.0,44100.0,2012
CHI,Tornaghi,Paolo,GK,33750.0,33750.0,2012
PHI,Torres,Roger,M,116160.0,119285.0,2012
CHV,Townsend,Casey,F,44000.0,79000.0,2012
SJ,Tracy,Marcus,F,44000.04,44000.04,2012
MTL,Ubiparipovic,Sinisa,M,55000.0,55000.0,2012
VAN,Ulisses,Tiago,M,90000.0,103852.5,2012
DAL,Ulloa,Victor,M,44000.0,46500.0,2012
CHV,Vagenas,Peter,M,70000.0,85000.0,2012
PHI,Valdes,Carlos,D,268000.0,268000.0,2012
CHV,Valencia,John,D,50000.0,50000.0,2012
POR,Valencia,Jose Adolfo,F,44000.0,44000.0,2012
MTL,Valentin,Zarek,D,90000.0,142000.0,2012
CLB,Vargas,Olman,F,170000.0,175000.0,2012
RSL,Viana,David Junior,M,44000.04,47450.04,2012
CHI,Videira,Michael,M,44100.0,44725.0,2012
LA,Vilhelmsson,Christian,F,168000.0,190650.0,2012
CHV,Villafana,Jorge,F,66000.0,67666.67,2012
DAL,Villar,Ricardo,M,80004.0,80004.0,2012
LA,Villareal,Joseph,M,33750.0,35625.0,2012
CLB,Vukovich,Nemanja,D,108000.0,125500.0,2012
NY,Vuolo,Jeremy,GK,44000.0,44000.0,2012
COL,Wahl,Tyson,D,65000.0,86086.67,2012
LA,Walker,Kenney,M,33750.0,33750.0,2012
COL,Wallace,Anthony,D-M,63394.0,63394.0,2012
POR,Wallace,Rodney,M-D,110000.0,159000.0,2012
CHI,Walls,Tony,M,33750.0,33750.0,2012
SJ,Ward,Tim,D,65000.0,65000.0,2012
MTL,Warner,Collen,M-F,46725.0,60475.0,2012
DAL,Warshaw,Bobby,D,46200.0,57450.0,2012
KC,Warzycha,Konrad,M,33750.0,33750.0,2012
VAN,Watson,Matt,M,65000.0,68501.98,2012
HOU,Watson,Je-Vaughn,M,95000.0,111875.0,2012
RSL,Watson-Siriboe,Kwame,D,48400.0,48400.0,2012
HOU,Weaver,Cam,F,98175.0,106425.0,2012
SEA,Weber,Andrew,GK,51996.0,58445.93,2012
MTL,Wenger,Andrew,D/F,100000.0,202000.0,2012
DC,White,Ethan,D,70000.0,86000.0,2012
,White,Jeremiah,M,44004.0,44004.0,2012
SEA,White,O'Brian,F,110000.0,110000.0,2012
TOR,Wiedeman,Andrew,F,80000.0,123000.0,2012
TOR,Williams,Dicoy,D,52500.0,52500.0,2012
CLB,Williams,Josh,D,44100.0,44100.0,2012
PHI,Williams,Sheanon,F,85000.0,90500.0,2012
DC,Willis,Joe,GK,44100.0,44100.0,2012
RSL,Wingert,Chris,D,145000.0,145000.0,2012
PHI,Witkowski,Krystian,F,44000.04,44000.04,2012
DC,Wolff,Josh,F,80004.0,80004.0,2012
SJ,Wondolowski,Chris,M,300000.0,300000.0,2012
DC,Woolard,Daniel,D,56250.0,56250.0,2012
COL,Wynne,Marvell,D,250000.0,326666.67,2012
VAN,Young-Pyo,Lee,D,140000.0,174200.0,2012
SEA,Zakuani,Steve,F,110000.0,208000.0,2012
COL,Zapata,Luis,D,65460.0,69043.33,2012
SJ,Zayner,Jed,D,60000.0,61666.67,2012
CHV,Zemanski,Ben,M,57690.0,60190.0,2012
POR,Zizzo,Sal,F,73125.0,81414.06,2012
KC,Zusi,Graham,F-M,105000.0,138812.5,2012
VAN,Abdallah,Aminu,M,46500.0,46500.0,2013
DAL,Acosta,Kellyn,M,46500.0,70500.0,2013
VAN,Adekugbe,Samuel,D,46500.0,51500.0,2013
TOR,Agbossoumonde,Gale,D,46500.0,53166.67,2013
NE,Agudelo,Juan,F,145000.0,175000.0,2013
NY,Akpan,Andre,F,67595.0,67595.0,2013
SJ,Alas,Jaime,M,90000.0,91250.0,2013
PHI,Albright,Chris,D,75000.0,75000.0,2013
VAN,Alderson,Bryce,M,65000.0,80000.0,2013
CHI,Alex,,M,110000.0,119950.0,2013
NY,Alexander,Eric,M,70867.5,70867.5,2013
POR,Alhassan,Kalif,M,80000.0,89250.0,2013
SEA,Alonso,Osvaldo,M,210000.0,210000.0,2013
NE,Alston,Kevin,D,145000.0,194000.0,2013
CHV,Alvarez,Carlos,M,46500.0,81500.0,2013
RSL,Alvarez,Yordany,M,46500.0,46500.0,2013
CHI,Amarikwa,Quincy,F,46500.0,46500.0,2013
CHI,Anangono,Juan Luis,F,120000.0,120000.0,2013
PHI,Anding,Don,F,35125.0,35125.0,2013
CHI,Anibaba,Jalil,D,91245.0,131245.0,2013
CLB,Anor,Bernardo,M,46500.0,46500.0,2013
CHV,Antunez,Daniel,M,65000.0,72500.0,2013
TOR,Aparicio,Manuel,M,35125.0,35125.0,2013
,Araujo Jr.,Paulo,F,60000.0,60000.0,2013
HOU,Arena,Anthony,D,35125.0,35125.0,2013
COL,Armstrong,David,M,46500.0,55964.29,2013
MTL,Arnaud,Davy,M,275000.0,290000.0,2013
CLB,Arrieta,Jairo,F,216000.0,225375.0,2013
HOU,Ashe,Corey,M,101250.0,105750.0,2013
CHI,Atouba,Yazid,F,46500.0,51500.0,2013
SJ,Attakora,Nana,D,61665.0,61665.0,2013
RSL,Attinella,Jeff,GK,46500.0,46500.0,2013
CHV,Avila,Eric,M,100000.0,120000.0,2013
SJ,Baca,Rafael,M,49500.0,49500.0,2013
DAL,Baladez,Bradlee,F,35125.0,36125.0,2013
RSL,Balchan,Rich,D,35125.0,35125.0,2013
SJ,Ballouchy,Mehdi,M,152006.0,152006.0,2013
NY,Barklage,Brandon,M,65000.0,71428.54,2013
NE,Barnes,Darrius,D,71467.0,72717.0,2013
HOU,Barnes,Giles,M,175000.0,184187.5,2013
CHI,Barouch,Orr,F,46500.0,46500.0,2013
NE,Barrett,Chad,F,105000.0,110709.17,2013
CLB,Barson,Chad,D,46500.0,46500.0,2013
SEA,Bates,Will,F,35125.0,35125.0,2013
RSL,Beckerman,Kyle,M,300000.0,328750.0,2013
CLB,Beckie,Drew,D,35125.0,35125.0,2013
SJ,Beitashour,Steven,D,49612.5,49612.5,2013
TOR,Bekker,Kyle,M,46500.0,72750.0,2013
RSL,Beltran,Anthony,D,166800.0,166800.0,2013
TOR,Bendik,Joe,GK,46500.0,46500.0,2013
NE,Bengtson,Jerry,F,132000.0,138840.0,2013
DAL,Benitez,Jair,D,90000.0,90000.0,2013
MTL,Bernardello,Hernan,M,250008.0,250008.0,2013
SJ,Bernardez,Victor,D,100008.0,100008.0,2013
MTL,Bernier,Patrice,F-M,143000.0,162333.25,2013
CHI,Berry,Austin,D,63425.0,78425.0,2013
CLB,Berti,Glauber,D,215000.0,263333.33,2013
KC,Besler,Matt,D,180000.0,180000.0,2013
KC,Bessone,Federico,D,46500.0,46500.0,2013
KC,Bieler,Claudio,F,200000.0,200000.0,2013
SJ,Bingham,David,GK,78100.0,122475.0,2013
TOR,Bloom,Mark,D,46500.0,46500.0,2013
CHV,Bocanegra,Carlos,D,228000.0,261333.33,2013
CHI,Bone,Corben,M,46500.0,49000.0,2013
HOU,Boniek Garcia,Oscar,F,130000.0,161250.0,2013
RSL,Borchers,Nat,D,200004.0,211972.75,2013
CHV,Borja,Carlos,D,46500.0,46500.0,2013
HOU,Boswell,Bobby,D,220000.0,220000.0,2013
NY,Bover,Ruben,M,35125.0,35125.0,2013
CHV,Bowen,Tristan,F,125000.0,156363.63,2013
TOR,Braun,Justin,F,112200.0,114700.0,2013
MTL,Brovsky,Jeb,M,80000.0,84000.0,2013
COL,Brown,Deshorn,F,65000.0,113000.0,2013
HOU,Bruin,Will,F,120000.0,165000.0,2013
HOU,Brunner,Eric,D,120000.0,120625.0,2013
COL,Buddle,Edson,F,275000.0,275000.0,2013
KC,Bunbury,Teal,F,110000.0,208000.0,2013
SEA,Burch,Marc,D,75000.0,75000.0,2013
CHV,Burling,Bobby,D,85000.0,88333.33,2013
SJ,Busch,Jon,GK,165000.0,176333.33,2013
MTL,Bush,Evan,GK,46500.0,46500.0,2013
NY,Bustamante,Michael,M-D,46500.0,46500.0,2013
NY,Cahill,Tim,M,3500000.0,3625000.0,2013
COL,Calderon,Diego,D,50000.0,50000.0,2013
NE,Caldwell,Scott,M,46500.0,54000.0,2013
TOR,Caldwell,Steven,D,79999.98,89999.98,2013
CHV,Calvert,Caleb,F,48000.0,55500.0,2013
MTL,Camara,Hassoun,D/M,115000.0,126625.0,2013
VAN,Cannon,Joe,GK,180500.0,189916.67,2013
NY,Carney,David,M,144000.0,167000.0,2013
HOU,Carr,Calen,F,90338.0,94588.0,2013
HOU,Carrasco,Servando,M,46500.0,46500.0,2013
PHI,Carroll,Brian,M,176400.0,176400.0,2013
COL,Cascio,Tony,M,64900.0,98650.0,2013
PHI,Casey,Conor,F,175000.0,175000.0,2013
SEA,Caskey,Alex,M,46500.0,46500.0,2013
NY,Castano,Santiago,GK,35125.0,35125.0,2013
DAL,Castillo,Fabian,F,60000.0,66250.0,2013
COL,Castrillon,Jaime,M,46500.0,46500.0,2013
SJ,Cato,Cordell,F,48000.0,48000.0,2013
COL,Ceus,Steward,GK,60000.0,70333.33,2013
HOU,Chabala,Michael,M,55008.0,57508.0,2013
POR,Chara,Diego,M,200004.0,243754.0,2013
SJ,Chavez,Marvin,M,175000.0,175000.0,2013
HOU,Ching,Brian,F,50000.0,75000.0,2013
NY,Christianson,Ian,M,46500.0,46500.0,2013
CHV,Chueca,Carlo,M,35125.0,35125.0,2013
LA,Clark,Colin,M,80000.0,80000.0,2013
HOU,Clark,Ricardo,M,274000.0,307750.0,2013
VAN,Clarke,Caleb,F,46500.0,46500.0,2013
LA,Cochrane,Greg,D,35125.0,35125.0,2013
KC,Collin,Aurelien,D,250000.0,256250.0,2013
TOR,Convey,Bobby,M,200000.0,215000.0,2013
DAL,Cooper,Kenny,F,325000.0,342500.0,2013
SJ,Corrales,Ramiro,M,60000.0,60000.0,2013
CHV,Correa,Jose Erick,F,60000.0,60000.0,2013
LA,Courtois,Laurent,M,46500.0,46500.0,2013
HOU,Creavalle,Warren,D,46500.0,46500.0,2013
MTL,Crepeau,Maxime,GK,35125.0,35125.0,2013
SJ,Cronin,Sam,M,175000.0,177500.0,2013
PHI,Cruz,Danny,M,120000.0,126500.0,2013
LA,Cudicini,Carlo,GK,150000.0,150000.0,2013
HOU,Cummings,Omar,F,225000.0,239000.0,2013
PHI,Daniel,Keon,M,80004.0,82891.5,2013
POR,Danso,Mamadou,D,83000.0,83000.0,2013
VAN,Davidson,Jun Marques,M,74250.0,78019.66,2013
NE,Davies,Charlie,F,48000.0,59250.0,2013
HOU,Davis,Brad,M,325000.0,372062.5,2013
CHV,de la Fuente,Bryan,F,35125.0,35125.0,2013
CHV,de Luna,Mario,D,120000.0,120000.0,2013
LA,DeLaGarza,AJ,D,120000.0,142500.0,2013
DC,DeLeon,Nick,M,70400.0,105400.0,2013
CHV,Delgado,Marco,M,50000.0,52500.0,2013
MTL,DelPiccolo,Paolo,M,35125.0,35125.0,2013
VAN,DeMerit,Jay,D,325000.0,375000.0,2013
SEA,Dempsey,Clint,F,4913004.0,5038566.5,2013
HOU,Deric,Tyler,GK,80000.0,87666.67,2013
DC,DeRosario,Dwayne,M,600000.0,645333.33,2013
MTL,Di Vaio,Marco,F,1000008.0,1937508.0,2013
DAL,Diaz,Mauro,M,312000.0,398000.0,2013
TOR,Dike,Bright,F,57750.0,60687.5,2013
HOU,Dixon,Alex,M,49612.5,54612.5,2013
LA,Donovan,Landon,F,2500000.0,2500000.0,2013
NE,Dorman,Andy,M,125000.0,125000.0,2013
PHI,Dos Santos,Gilberto,M,60000.0,80000.0,2013
CHI,Dos Santos,Maicon,F,157000.0,164433.33,2013
DC,Doyle,Conor,F,46500.0,46500.0,2013
HOU,Driver,Andrew,M,95000.0,95000.0,2013
NE,Duckett,Bilal,D,35125.0,35125.0,2013
CHI,Duka,Dilaver,M,140000.0,273000.0,2013
KC,Duke,Christian,D,35125.0,35125.0,2013
,Dunfield,Terry,M,120000.0,120000.0,2013
LA,Dunivant,Todd,D,150000.0,156750.0,2013
KC,Dwyer,Dom,F,65000.0,77500.0,2013
DC,Dykstra,Andrew,GK,46500.0,46500.0,2013
TOR,Earnshaw,Robert,F,138000.0,155150.0,2013
TOR,Eckersley,Richard,D,210000.0,310000.0,2013
PHI,Ekra,Yann,F,46500.0,46500.0,2013
KC,Ellis,Kevin,D,46500.0,47250.0,2013
TOR,Elmer,Jonas,D,124999.92,131488.2,2013
NY,Espindola,Fabian,F,150000.0,150000.0,2013
SEA,Estrada,David,F,48400.0,48400.0,2013
SEA,Evans,Brad,F,167296.0,181046.0,2013
POR,Evans,Steven,M,46500.0,46500.0,2013
PHI,Fabinho,Fabinho,D,78000.0,82500.0,2013
NE,Fagundez,Diego,F,99996.0,127196.0,2013
CHV,Farfan,Gabriel,M,50820.0,50820.0,2013
PHI,Farfan,Michael,M,98670.0,136170.0,2013
NE,Farrell,Andrew,D,80000.0,161000.0,2013
KC,Feilhaber,Benny,M,300000.0,312187.5,2013
PHI,Fernandes,Leo,M,35125.0,35125.0,2013
CHI,Fernandez,Alvaro,M,300000.0,366666.67,2013
RSL,Fernandez,Eduardo,GK,35125.0,35125.0,2013
DAL,Fernandez,Raul,GK,150000.0,237500.0,2013
MTL,Ferrari,Matteo,D,240000.0,295475.0,2013
DAL,Ferreira,David,M-F,625000.0,730000.0,2013
RSL,Findley,Robbie,F,175000.0,205500.0,2013
CLB,Finlay,Ethan,F,47300.0,62300.0,2013
CLB,Finley,Ryan,F,46500.0,74000.0,2013
CHV,Fondy,Matthew,F,46500.0,46500.0,2013
SEA,Ford,Josh,GK,46500.0,46500.0,2013
CHI,Francis,Shaun,D,46500.0,46500.0,2013
LA,Franklin,Sean,D,225000.0,248333.33,2013
TOR,Frei,Stefan,GK,145000.0,200000.0,2013
CHV,Frias,Jaime,D,60000.0,60000.0,2013
SJ,Fucito,Michael,MF,55000.0,57889.79,2013
PHI,Gaddis,Raymon,D,46500.0,46500.0,2013
DAL,Garcia,Danny,M,48000.0,64000.0,2013
RSL,Garcia,Olmes,F,120000.0,120000.0,2013
LA,Garcia,Rafael,M,46500.0,46500.0,2013
KC,Gardner,Joshua,M,60000.0,60000.0,2013
SJ,Gargan,Daniel,M,88000.0,88000.0,2013
SJ,Garza,Sam,M,71500.0,98000.0,2013
LA,Gaul,Bryan,F,46500.0,46500.0,2013
CLB,Gaven,Eddie,M-F,190000.0,195000.0,2013
SEA,Gavin,Blair,M,35125.0,35125.0,2013
CLB,Gehrig,Eric,M,46500.0,46500.0,2013
CLB,George,Kevan,M,46500.0,46500.0,2013
RSL,Gil,Luis,M,118750.0,213833.33,2013
POR,Gleeson,Jake,GK,60000.0,63263.75,2013
DAL,Goncalves,Jackson,D,144000.0,165375.0,2013
NE,Goncalves,Jose,D,75000.0,104375.0,2013
DAL,Gonzalez,Jesse,GK,35125.0,35125.0,2013
SEA,Gonzalez,Leonardo,D,135000.0,135000.0,2013
LA,Gonzalez,Omar,D,205000.0,282000.0,2013
SJ,Goodson,Clarence,D,315000.0,342000.0,2013
SJ,Gordon,Alan,F,175000.0,196666.67,2013
RSL,Grabavoy,Ned,M,155000.0,161666.67,2013
COL,Griffiths,Brenton,D,35125.0,35125.0,2013
RSL,Grossman,Cole,M,46500.0,46500.0,2013
CLB,Gruenebaum,Andy,GK,92220.0,93886.67,2013
SEA,Gspurning,Michael,GK,210000.0,285000.0,2013
CHI,Gulley,Kellen,F,65000.0,79000.0,2013
NE,Guy,Ryan,F,48510.0,48510.0,2013
SEA,Hahnemann,Marcus,GK,60000.0,60000.0,2013
TOR,Hall,Jeremy,D,80000.0,90000.0,2013
HOU,Hall,Tally,GK,185000.0,198500.0,2013
DC,Hamid,Bill,GK,75000.0,89750.0,2013
SJ,Harden,Ty,D,65000.0,68415.21,2013
POR,Harrington,Michael,M-D,140000.0,166833.33,2013
COL,Harris,Atiba,M-F,165000.0,173275.0,2013
NY,Hartman,Kevin,GK,46500.0,54000.0,2013
VAN,Harvey,Jordan,D,112500.0,112500.0,2013
DAL,Hassli,Eric,F,237276.0,262276.0,2013
DAL,Hedges,Matt,D,49500.0,64500.0,2013
VAN,Heinemann,Tommy,F,51975.0,51975.0,2013
TOR,Henry,Doneil,D,50000.0,62083.33,2013
NY,Henry,Thierry,F,3750000.0,4350000.0,2013
PHI,Hernandez,Cristhian,M,62500.0,64375.0,2013
SJ,Hernandez,Jason,D,205000.0,208333.33,2013
DAL,Hernandez,Moises,D,46500.0,48125.0,2013
POOL,Herrick,Doug,GK,35125.0,35125.0,2013
VAN,Hertzog,Corey,F,50004.0,60670.67,2013
CLB,Higuain,Federico,M-F,440000.0,604000.0,2013
COL,Hill,Kamani,M,46500.0,46500.0,2013
LA,Hoffman,Chandler,F,71500.0,97500.0,2013
NY,Holgersson,Markus,D,199500.0,199500.0,2013
PHI,Hoppenot,Antoine,F,48400.0,48400.0,2013
POR,Horst,David,D,70000.0,70000.0,2013
NE,Horth,Matthew,F,35125.0,35125.0,2013
CLB,Horton,Aaron,F,65000.0,80500.0,2013
VAN,Hurtado,Erik,F/M,46500.0,81500.0,2013
SEA,Hurtado,Jhon Kennedy,D,190000.0,190000.0,2013
CLB,Hyland,Kyle,D,35125.0,35125.0,2013
SEA,Ianni,Patrick,D,150000.0,150000.0,2013
DC,Iapichino,Dennis,D,110000.0,110000.0,2013
DAL,Ihemelu,Ugo,D,200000.0,200000.0,2013
NE,Imbongo,Dimitry,F,90000.0,99875.0,2013
CHV,Iraheta,Marvin,M,46500.0,46500.0,2013
COL,Irwin,Clint,GK,35125.0,35125.0,2013
DAL,Jacobson,Andrew,M,122500.0,135000.0,2013
SJ,Jahn,Adam,F,35125.0,35125.0,2013
DC,Jakovic,Dejan,D,280000.0,303341.33,2013
CHV,Jazic,Ante,D,132187.5,132187.5,2013
POR,Jean-Baptiste,Andrew,D,65000.0,80000.0,2013
DC,Jeffrey,Jared,M,54000.0,60200.0,2013
POR,Jewsbury,Jack,D,185000.0,194750.0,2013
LA,Jimenez,Hector,M,46500.0,46500.0,2013
DAL,John,George,D,275000.0,301666.67,2013
SEA,Johnson,Eddie,F,150000.0,156333.33,2013
HOU,Johnson,Jason,F,70000.0,111000.0,2013
POR,Johnson,Ryan,M,144704.0,144704.0,2013
CHI,Johnson,Sean,GK,120000.0,153000.0,2013
POR,Johnson,Will,F,243750.0,243750.0,2013
PHI,Jordan,Greg,M,46500.0,46500.0,2013
KC,Joseph,Peterson,M,46500.0,46500.0,2013
SEA,Joseph,Shalrie,M,60000.0,105500.0,2013
CHI,Jumper,Hunter,D,35125.0,35125.0,2013
LA,Juninho,,M,290000.0,290000.0,2013
POR,Kah,Pa Modou,D,63999.96,68999.96,2013
CHI,Kann,Alec,GK,35125.0,35125.0,2013
PHI,Kassel,Matt,M,46500.0,46500.0,2013
LA,Keane,Robbie,F,4000000.0,4333333.33,2013
DAL,Keel,Stephen,D,46500.0,46500.0,2013
DC,Kemp,Taylor,D,35125.0,35125.0,2013
KC,Kempin,Jonathan,GK,60000.0,67083.33,2013
CHV,Kennedy,Dan,GK,192500.0,194166.67,2013
NY,Kimura,Kosuke,D,100000.0,100000.0,2013
COL,Kindle,Kory,D,35125.0,35125.0,2013
CHI,King,Brendan,M,35125.0,35125.0,2013
CHI,Kinney,Steven,D,46500.0,46500.0,2013
DC,Kitchen,Perry,D,105000.0,190450.0,2013
VAN,Klazura,Greg,D,46500.0,46500.0,2013
PHI,Kleberson,Jose,M,495000.0,495000.0,2013
COL,Klute,Chris,D,46500.0,46500.0,2013
VAN,Knighton,Brad,GK,66000.0,68600.0,2013
VAN,Kobayashi,Daigo,M,225000.0,238833.33,2013
POR,Kocic,Milos,GK,49612.0,49612.0,2013
TOR,Koevermans,Danny,F,1250000.0,1663323.33,2013
VAN,Koffie,Gershon,M,165000.0,176000.0,2013
TOR,Konopka,Chris,GK,46500.0,46500.0,2013
DC,Korb,Chris,D,49613.0,49613.0,2013
KC,Kronberg,Eric,GK,76835.0,76835.0,2013
TOR,Laba,Matias,M,200000.0,200000.0,2013
COL,LaBrocca,Nick,M,120000.0,138333.33,2013
NY,Lade,Connor,D,55000.0,59213.21,2013
PHI,Lahoud,Michael,M,90000.0,93333.33,2013
TOR,Lambe,Reggie,M,67500.0,70000.0,2013
CLB,Lampson,Matt,GK,46500.0,46500.0,2013
CHI,Larentowicz,Jeff,D,225000.0,231000.0,2013
NE,Latigue,Gabe,M,35125.0,35125.0,2013
PHI,Le Toux,Sebastian,M,200000.0,212812.5,2013
MTL,Lefevre,Wandrille,M,35125.0,35125.0,2013
SJ,Lenhart,Steven,F,210000.0,217500.0,2013
VAN,Leveron,Johnny,D,60000.0,71187.5,2013
CHI,Lindpere,Joel,M,180000.0,205000.0,2013
HOU,Lopez,Alexander,M,192000.0,212000.0,2013
RSL,Lopez,Benjamin,F,35125.0,37730.43,2013
KC,Lopez,Mikey,M,75000.0,147000.0,2013
DAL,Loyd,Zach,M,92372.5,136997.5,2013
DAL,Luccin,Peter,M,90000.0,131000.0,2013
SEA,Lund,Philip,M,35125.0,35125.0,2013
NY,Luyindula,Peguy,F,79999.92,79999.92,2013
PHI,MacMath,Zac,GK,110000.0,155000.0,2013
CHI,Magee,Mike,F,185000.0,191666.67,2013
MTL,Mallace,Calum,M,47300.0,62300.0,2013
VAN,Manneh,Kekuta,F,55000.0,84500.0,2013
RSL,Mansally,Kenny,F,50000.0,57000.0,2013
MTL,Mapp,Justin,M,125000.0,137500.0,2013
HOU,Marscheider,Erich,GK,46500.0,46500.0,2013
CLB,Marshall,Chad,D,330000.0,361250.0,2013
DC,Martin,Collin,M,35125.0,49291.67,2013
RSL,Martinez,Enzo,M,71500.0,97500.0,2013
SJ,Martinez,Walter,M-F,90000.0,90000.0,2013
MTL,Martins,Felipe,M,150000.0,182500.0,2013
SEA,Martins,Obafemi,F,1600000.0,1725000.0,2013
LA,Mastroeni,Pablo,M-D,150000.0,200000.0,2013
VAN,Mattocks,Darren,F,120000.0,212000.0,2013
RSL,Maund,Aaron,D,35125.0,43458.33,2013
LA,McBean,Jack,F,80000.0,101000.0,2013
NE,McCarthy,Stephen,M,87120.0,118370.0,2013
NY,McCarty,Dax,M,180000.0,222500.0,2013
RSL,McDonald,Brandon,M,235000.0,273250.0,2013
SJ,McGlynn,Peter,D,35125.0,35125.0,2013
PHI,McInerney,Jack,F,125500.0,189666.67,2013
POR,McKenzie,Rauwshan,D,46500.0,46500.0,2013
CHV,McLain,Patrick,GK,46500.0,46500.0,2013
PHI,McLaughlin,James,M,60000.0,69000.0,2013
NY,Meara,Ryan,GK,65000.0,66250.0,2013
KC,Mechack,Jerome,D,35125.0,35125.0,2013
KC,Medranda,Jimmy,M,35125.0,35125.0,2013
CHV,Mejia,Edgar,M,140000.0,140000.0,2013
CHV,Melia,Tim,GK,60000.0,65000.0,2013
COL,Mera,German,D,46500.0,46500.0,2013
CLB,Meram,Justin,F,56320.0,80695.0,2013
MTL,Messoudi,Zakaria,M,35125.0,35125.0,2013
LA,Meyer,Tommy,D,47300.0,61050.0,2013
NY,Miazga,Matt,D,60000.0,66250.0,2013
VAN,Miller,Kenny,F,1114992.0,1124992.0,2013
KC,Miller,Kyle,M,35125.0,35125.0,2013
NY,Miller,Roy,M,123745.0,123745.0,2013
POR,Miller,Ryan,D,60000.0,65000.0,2013
CHV,Minda,Oswaldo,M,125000.0,143750.0,2013
VAN,Mitchell,Carlyle,D,46500.0,46500.0,2013
SEA,Moffat,Adam,M,150000.0,161608.33,2013
SEA,Montero,Fredy,F,700000.0,856000.0,2013
COL,Moor,Drew,D,235000.0,247000.0,2013
RSL,Morales,Javier,M,300000.0,300000.0,2013
CHV,Morales,Julio,F,35125.0,35125.0,2013
NY,Moreno,Amando,F,35125.0,35125.0,2013
TOR,Morgan,Ashtone,D,60000.0,72000.0,2013
SJ,Morrow,Justin,D,130000.0,139562.5,2013
COL,Mullan,Brian,M,162000.0,170335.0,2013
SJ,Muller,Tommy,D,35125.0,35125.0,2013
,Muniz,Nico,M,46500.0,48500.0,2013
COL,Mwanga,Danny,F,130000.0,171250.0,2013
KC,Myers,Chance,D-M,105000.0,120666.67,2013
KC,Nagamura,Paulo,M,265000.0,270500.0,2013
POR,Nagbe,Darlington,M/F,130000.0,266000.0,2013
POR,Nanchoff,Michael,M,46500.0,46500.0,2013
SEA,Neagle,Lamar,M,48400.0,48400.0,2013
DC,Neal,Lewis,M,90000.0,96440.63,2013
DAL,Neres da Cruz,Erick,M,84000.0,85875.0,2013
MTL,Nesta,Alessandro,D,260000.0,305000.0,2013
SJ,Newton,Evan,GK,46500.0,46500.0,2013
NE,Nguyen,Lee,M/F,73600.0,80100.0,2013
KC,Nielsen,Jimmy,GK,200000.0,220000.0,2013
PHI,Nikolov,Oka,GK,46500.0,46500.0,2013
DAL,Nunez,Ramon,M,65000.0,75000.0,2013
CHI,Nyarko,Patrick,F,230000.0,249500.0,2013
DC,Nyassi,Sainey,M,88200.0,94950.0,2013
MTL,Nyassi,Sanna,M,140000.0,147625.0,2013
NY,Obekop,Marius,M,35125.0,35125.0,2013
VAN,O'Brien,Andy,D,200012.04,230012.04,2013
CLB,Oduro,Dominic,F,120015.0,122015.0,2013
PHI,Okugo,Amobi,M,101250.0,184250.0,2013
NY,Olave,Jamison,D,275000.0,325000.0,2013
KC,Olum,Lawrence,M/D,46500.0,46500.0,2013
COL,O'Neill,Shane,M,49350.0,60850.0,2013
KC,Opara,Ike,D,90000.0,96250.0,2013
LA,Opare,Kofi,D,35125.0,35125.0,2013
CLB,O'Rourke,Danny,D,170000.0,175000.0,2013
TOR,Osorio,Jonathan,M,46500.0,46500.0,2013
MTL,Ouimette,Karl,D,46500.0,46500.0,2013
VAN,Ousted,David,GK,150000.0,166156.25,2013
HOU,Ownby,Brian,M,46500.0,46500.0,2013
DC,Pajoy,Lionard,F,190000.0,205000.0,2013
CHI,Paladini,Daniel,M,86625.0,91103.25,2013
RSL,Palmer,Lovel,M,67000.0,71500.0,2013
KC,Palmer-Brown,Erik,D,35125.0,35625.0,2013
MTL,Paponi,Daniele,F,72000.0,87000.0,2013
PHI,Parke,Jeff,D,205000.0,216500.0,2013
CHI,Pause,Logan,M,180000.0,197833.33,2013
NY,Pearce,Heath,D,331236.0,340736.0,2013
LA,Penedo,Jaime,GK,78000.0,81562.5,2013
DAL,Pereira,Michel,M/D,60000.0,81500.0,2013
DAL,Perez,Blas,F,300000.0,324250.0,2013
LA,Perk,Brian,GK,55000.0,58125.0,2013
MTL,Perkins,Troy,GK,225000.0,246833.33,2013
KC,Peterson,Jacob,F,100000.0,104833.33,2013
PHI,Pfeffer,Zach,M,65000.0,75000.0,2013
COL,Pickens,Matt,GK,190000.0,212933.33,2013
CHI,Pineda,Victor,M,46500.0,53242.42,2013
POR,Piquionne,Frederic,F,142000.0,150000.0,2013
MTL,Pisanu,Andrea,F,100000.0,148000.0,2013
RSL,Plata,Joao,F,60000.0,60000.0,2013
NE,Polak,Tyler,D,65000.0,78000.0,2013
DC,Pontius,Chris,M-F,330000.0,361000.0,2013
DC,Porter,Kyle,M,46500.0,54992.45,2013
POR,Powell,Alvas,D,35400.0,35400.0,2013
COL,Powers,Dillon,M,46500.0,79000.0,2013
CHI,Puppo,Federico,F,125000.0,125000.0,2013
CHV,Purdy,Steven,D,80004.0,80004.0,2013
NE,Reis,Matt,GK,165000.0,167666.67,2013
SEA,Remick,Dylan,D,35125.0,35125.0,2013
